Date,P/E,P/B,Div Yield %
2012-08-27,17.95,2.92,1.55
2012-08-24,18.07,2.94,1.54
2012-08-23,18.17,2.95,1.53
2012-08-22,18.16,2.95,1.53
2012-08-21,18.19,2.95,1.53
2012-08-17,17.97,2.92,1.54
2012-08-16,17.97,2.99,1.51
2012-08-14,17.88,3.04,1.52
2012-08-13,17.51,3.03,1.5
2012-08-10,17.34,3.01,1.51
2012-08-09,17.35,3.01,1.51
2012-08-08,17.43,3.02,1.51
2012-08-07,17.43,3.02,1.51
2012-08-06,17.25,2.99,1.52
2012-08-03,17.03,2.95,1.54
2012-08-02,17.07,2.96,1.54
2012-08-01,17.13,2.97,1.54
2012-07-31,17.09,2.96,1.54
2012-07-30,17.0,2.94,1.55
2012-07-27,16.68,2.89,1.58
2012-07-26,16.62,2.85,1.6
2012-07-25,16.8,2.89,1.58
2012-07-24,16.86,2.94,1.56
2012-07-23,16.9,2.93,1.56
2012-07-20,17.08,2.98,1.53
2012-07-19,17.18,3.0,1.52
2012-07-18,17.11,2.99,1.53
2012-07-17,17.04,2.97,1.54
2012-07-16,17.05,2.98,1.54
2012-07-13,17.2,2.99,1.53
2012-07-12,17.37,3.0,1.53
2012-07-11,17.61,3.04,1.51
2012-07-10,17.74,3.06,1.49
2012-07-09,17.5,3.02,1.51
2012-07-06,17.64,3.04,1.5
2012-07-05,17.67,3.05,1.5
2012-07-04,17.59,3.03,1.51
2012-07-03,17.54,3.03,1.51
2012-07-02,17.51,3.02,1.51
2012-06-29,17.51,3.02,1.51
2012-06-28,17.08,2.95,1.55
2012-06-27,17.06,2.94,1.55
2012-06-26,16.99,2.93,1.56
2012-06-25,16.96,2.93,1.56
2012-06-22,17.07,2.94,1.55
2012-06-21,17.13,2.96,1.55
2012-06-20,16.98,2.93,1.56
2012-06-19,16.93,2.92,1.57
2012-06-18,16.8,2.9,1.58
2012-06-15,17.05,2.94,1.55
2012-06-14,16.77,2.89,1.58
2012-06-13,16.99,2.93,1.56
2012-06-12,16.99,2.93,1.56
2012-06-11,16.79,2.89,1.58
2012-06-08,16.83,2.9,1.58
2012-06-07,16.96,2.89,1.58
2012-06-06,16.78,2.86,1.6
2012-06-05,16.33,2.8,1.68
2012-06-04,16.28,2.84,1.68
2012-06-01,16.36,2.84,1.69
2012-05-31,16.66,2.89,1.66
2012-05-30,16.75,2.9,1.65
2012-05-29,16.9,2.93,1.6
2012-05-28,16.9,2.93,1.6
2012-05-25,16.68,2.89,1.62
2012-05-24,16.69,2.89,1.62
2012-05-23,16.38,2.84,1.65
2012-05-22,16.46,2.85,1.64
2012-05-21,16.62,2.88,1.63
2012-05-18,16.85,2.87,1.63
2012-05-17,16.78,2.86,1.64
2012-05-16,16.74,2.85,1.64
2012-05-15,17.04,2.9,1.62
2012-05-14,16.95,2.88,1.63
2012-05-11,16.87,2.89,1.62
2012-05-10,17.0,2.91,1.61
2012-05-09,17.03,2.92,1.61
2012-05-08,17.15,2.93,1.6
2012-05-07,17.54,3.0,1.56
2012-05-04,17.45,2.98,1.57
2012-05-03,17.81,3.04,1.54
2012-05-02,17.99,3.07,1.53
2012-04-30,18.12,3.08,1.52
2012-04-28,17.99,3.05,1.54
2012-04-27,17.93,3.04,1.54
2012-04-26,18.22,2.96,1.53
2012-04-25,18.27,2.96,1.53
2012-04-24,18.34,2.98,1.52
2012-04-23,18.26,2.96,1.53
2012-04-20,18.58,3.02,1.5
2012-04-19,18.72,3.04,1.49
2012-04-18,18.67,3.02,1.5
2012-04-17,18.63,3.01,1.5
2012-04-16,18.41,2.98,1.52
2012-04-13,18.3,2.96,1.53
2012-04-12,18.65,3.0,1.51
2012-04-11,18.47,2.97,1.52
2012-04-10,18.53,2.98,1.52
2012-04-09,18.5,2.97,1.52
2012-04-04,18.81,3.02,1.5
2012-04-03,18.93,3.04,1.49
2012-04-02,18.79,3.02,1.5
2012-03-30,18.71,3.01,1.5
2012-03-29,18.3,2.94,1.54
2012-03-28,18.36,2.95,1.53
2012-03-27,18.53,2.98,1.52
2012-03-26,18.32,2.95,1.54
2012-03-23,18.65,3.0,1.51
2012-03-22,18.47,2.97,1.52
2012-03-21,18.96,3.05,1.48
2012-03-20,18.64,3.0,1.51
2012-03-19,18.58,2.99,1.51
2012-03-16,18.79,3.02,1.5
2012-03-15,19.01,3.06,1.48
2012-03-14,19.31,3.1,1.46
2012-03-13,19.18,3.09,1.47
2012-03-12,18.94,3.05,1.49
2012-03-09,18.9,3.02,1.48
2012-03-07,18.5,2.96,1.52
2012-03-06,18.51,2.96,1.52
2012-03-05,18.71,2.99,1.5
2012-03-03,18.99,3.04,1.48
2012-03-02,18.99,3.04,1.48
2012-03-01,18.92,3.01,1.48
2012-02-29,19.09,3.04,1.47
2012-02-28,19.05,3.03,1.47
2012-02-27,18.5,2.98,1.5
2012-02-24,19.02,3.06,1.46
2012-02-23,19.21,3.09,1.44
2012-02-22,19.29,3.1,1.44
2012-02-21,19.64,3.16,1.41
2012-02-17,19.49,3.12,1.42
2012-02-16,19.34,3.1,1.43
2012-02-15,19.35,3.11,1.43
2012-02-14,18.95,3.04,1.46
2012-02-13,18.94,3.03,1.47
2012-02-10,19.0,3.02,1.47
2012-02-09,19.3,3.06,1.45
2012-02-08,19.14,3.04,1.48
2012-02-07,19.02,3.04,1.47
2012-02-06,19.13,3.05,1.47
2012-02-03,18.97,3.03,1.48
2012-02-02,18.77,3.06,1.47
2012-02-01,18.66,3.04,1.48
2012-01-31,18.53,3.02,1.49
2012-01-30,18.13,2.95,1.53
2012-01-27,18.55,3.02,1.49
2012-01-25,18.38,2.99,1.51
2012-01-24,18.28,3.01,1.49
2012-01-23,18.14,2.96,1.52
2012-01-20,18.14,2.96,1.52
2012-01-19,18.03,2.94,1.53
2012-01-18,17.81,2.9,1.54
2012-01-17,17.85,2.92,1.53
2012-01-16,17.53,2.87,1.56
2012-01-13,17.5,2.87,1.56
2012-01-12,17.5,2.85,1.58
2012-01-11,17.61,2.86,1.57
2012-01-10,17.56,2.86,1.57
2012-01-09,17.18,2.79,1.6
2012-01-07,17.19,2.8,1.6
2012-01-06,17.22,2.8,1.6
2012-01-05,17.2,2.8,1.6
2012-01-04,17.2,2.81,1.6
2012-01-03,17.26,2.82,1.6
2012-01-02,16.79,2.77,1.63
2011-12-30,16.75,2.76,1.63
2011-12-29,16.83,2.77,1.62
2011-12-28,17.04,2.81,1.6
2011-12-27,17.2,2.84,1.59
2011-12-26,17.31,2.85,1.58
2011-12-23,17.07,2.81,1.6
2011-12-22,17.14,2.83,1.59
2011-12-21,17.0,2.8,1.61
2011-12-20,16.46,2.71,1.66
2011-12-19,16.71,2.75,1.64
2011-12-16,16.84,2.78,1.62
2011-12-15,17.19,2.83,1.59
2011-12-14,17.25,2.84,1.58
2011-12-13,17.38,2.87,1.57
2011-12-12,17.25,2.84,1.58
2011-12-09,17.62,2.9,1.55
2011-12-08,17.9,2.95,1.53
2011-12-07,18.33,3.02,1.49
2011-12-05,18.24,3.01,1.5
2011-12-02,18.28,3.01,1.49
2011-12-01,17.87,2.95,1.53
2011-11-30,17.49,2.89,1.56
2011-11-29,17.4,2.87,1.57
2011-11-28,17.56,2.91,1.55
2011-11-25,17.05,2.82,1.6
2011-11-24,17.22,2.85,1.59
2011-11-23,17.04,2.82,1.6
2011-11-22,17.42,2.89,1.57
2011-11-21,17.3,2.87,1.58
2011-11-18,17.76,2.94,1.54
2011-11-17,17.87,2.96,1.53
2011-11-16,18.21,3.02,1.5
2011-11-15,18.35,3.04,1.49
2011-11-14,18.59,3.09,1.47
2011-11-11,18.61,3.1,1.46
2011-11-09,18.78,3.13,1.44
2011-11-08,19.11,3.17,1.43
2011-11-04,19.21,3.17,1.43
2011-11-03,19.06,3.16,1.43
2011-11-02,19.04,3.15,1.43
2011-11-01,19.04,3.15,1.43
2011-10-31,18.9,3.19,1.42
2011-10-28,19.03,3.21,1.41
2011-10-26,18.43,3.12,1.45
2011-10-25,18.39,3.11,1.45
2011-10-24,18.1,3.06,1.48
2011-10-21,17.99,3.03,1.49
2011-10-20,18.14,3.05,1.48
2011-10-19,18.36,3.08,1.47
2011-10-18,18.0,3.02,1.5
2011-10-17,18.5,3.07,1.47
2011-10-14,18.55,3.08,1.47
2011-10-13,18.35,3.04,1.49
2011-10-12,18.43,3.06,1.48
2011-10-11,18.01,2.98,1.52
2011-10-10,18.03,2.99,1.51
2011-10-07,17.65,2.89,1.55
2011-10-05,17.16,2.81,1.6
2011-10-04,17.23,2.82,1.59
2011-10-03,17.51,2.86,1.56
2011-09-30,17.85,2.92,1.53
2011-09-29,18.11,2.96,1.51
2011-09-28,17.86,2.92,1.53
2011-09-27,17.95,2.94,1.53
2011-09-26,17.46,2.86,1.57
2011-09-23,17.58,2.87,1.56
2011-09-22,17.78,2.91,1.54
2011-09-21,18.54,3.03,1.48
2011-09-20,18.56,3.04,1.48
2011-09-19,18.17,2.97,1.51
2011-09-16,18.36,3.0,1.49
2011-09-15,18.33,3.0,1.49
2011-09-14,18.1,2.96,1.51
2011-09-13,17.84,2.92,1.54
2011-09-12,17.86,2.92,1.53
2011-09-09,18.26,2.99,1.5
2011-09-08,18.6,3.04,1.47
2011-09-07,18.5,3.03,1.48
2011-09-06,18.28,2.99,1.5
2011-09-05,18.11,2.96,1.51
2011-09-02,18.19,2.98,1.51
2011-08-30,18.05,2.95,1.52
2011-08-29,17.76,2.9,1.54
2011-08-26,17.14,2.8,1.6
2011-08-25,17.47,2.86,1.57
2011-08-24,17.65,2.89,1.55
2011-08-23,17.87,2.92,1.53
2011-08-22,17.68,2.89,1.55
2011-08-19,17.49,2.86,1.57
2011-08-18,17.85,2.92,1.53
2011-08-17,18.25,3.12,1.36
2011-08-16,18.11,3.11,1.36
2011-08-12,18.24,3.13,1.35
2011-08-11,18.47,3.17,1.34
2011-08-10,18.56,3.19,1.33
2011-08-09,18.24,3.13,1.35
2011-08-08,18.44,3.16,1.34
2011-08-05,18.76,3.21,1.32
2011-08-04,19.19,3.29,1.29
2011-08-03,19.42,3.33,1.27
2011-08-02,19.6,3.39,1.3
2011-08-01,19.81,3.42,1.28
2011-07-29,19.76,3.4,1.29
2011-07-28,19.86,3.4,1.29
2011-07-27,20.09,3.44,1.28
2011-07-26,20.22,3.46,1.27
2011-07-25,20.71,3.52,1.25
2011-07-22,20.57,3.5,1.26
2011-07-21,20.25,3.44,1.28
2011-07-20,20.34,3.45,1.27
2011-07-19,20.57,3.48,1.26
2011-07-18,20.4,3.45,1.27
2011-07-15,20.45,3.46,1.27
2011-07-14,20.55,3.47,1.27
2011-07-13,20.51,3.46,1.27
2011-07-12,20.29,3.43,1.28
2011-07-11,20.67,3.48,1.26
2011-07-08,20.87,3.51,1.25
2011-07-07,21.12,3.55,1.24
2011-07-06,20.74,3.49,1.26
2011-07-05,20.76,3.49,1.26
2011-07-04,20.83,3.5,1.25
2011-07-01,20.75,3.49,1.26
2011-06-30,20.82,3.5,1.25
2011-06-29,20.65,3.47,1.27
2011-06-28,20.44,3.44,1.28
2011-06-27,20.38,3.43,1.28
2011-06-24,20.17,3.39,1.3
2011-06-23,19.61,3.3,1.33
2011-06-22,19.46,3.27,1.34
2011-06-21,19.48,3.27,1.34
2011-06-20,19.42,3.26,1.35
2011-06-17,19.82,3.33,1.32
2011-06-16,19.93,3.35,1.31
2011-06-15,20.12,3.38,1.3
2011-06-14,20.31,3.41,1.29
2011-06-13,20.25,3.4,1.29
2011-06-10,20.26,3.4,1.29
2011-06-09,20.39,3.42,1.28
2011-06-08,20.41,3.43,1.28
2011-06-07,20.52,3.44,1.22
2011-06-06,20.43,3.43,1.23
2011-06-03,20.37,3.42,1.23
2011-06-02,20.49,3.44,1.23
2011-06-01,20.65,3.47,1.22
2011-05-31,20.53,3.45,1.22
2011-05-30,20.25,3.39,1.24
2011-05-27,20.26,3.44,1.23
2011-05-26,19.95,3.4,1.25
2011-05-25,19.72,3.36,1.26
2011-05-24,19.9,3.38,1.25
2011-05-23,19.93,3.38,1.25
2011-05-20,20.34,3.44,1.23
2011-05-19,20.2,3.41,1.24
2011-05-18,20.18,3.4,1.25
2011-05-17,20.16,3.41,1.24
2011-05-16,20.39,3.45,1.23
2011-05-13,20.6,3.48,1.22
2011-05-12,20.4,3.45,1.23
2011-05-11,20.71,3.5,1.21
2011-05-10,20.61,3.48,1.22
2011-05-09,20.66,3.49,1.21
2011-05-06,20.67,3.49,1.21
2011-05-05,20.32,3.43,1.23
2011-05-04,20.58,3.51,1.13
2011-05-03,20.68,3.53,1.12
2011-05-02,21.19,3.62,1.09
2011-04-29,21.36,3.65,1.09
2011-04-28,21.61,3.67,1.08
2011-04-27,21.79,3.7,1.07
2011-04-26,21.91,3.72,1.06
2011-04-25,21.94,3.73,1.06
2011-04-21,22.18,3.73,1.06
2011-04-20,22.06,3.71,1.07
2011-04-19,21.65,3.64,1.09
2011-04-18,21.66,3.63,1.09
2011-04-15,22.02,3.69,1.07
2011-04-13,22.43,3.75,1.06
2011-04-11,21.96,3.67,1.08
2011-04-08,22.18,3.71,1.07
2011-04-07,22.34,3.73,1.06
2011-04-06,22.36,3.74,1.06
2011-04-05,22.43,3.75,1.06
2011-04-04,22.43,3.75,1.06
2011-04-01,22.11,3.7,1.07
2011-03-31,22.14,3.7,1.07
2011-03-30,21.97,3.67,1.08
2011-03-29,21.77,3.64,1.09
2011-03-28,21.59,3.61,1.1
2011-03-25,21.46,3.59,1.1
2011-03-24,21.15,3.5,1.13
2011-03-23,20.99,3.47,1.13
2011-03-22,20.73,3.43,1.15
2011-03-21,20.54,3.4,1.16
2011-03-18,20.58,3.4,1.16
2011-03-17,20.86,3.45,1.14
2011-03-16,21.1,3.49,1.13
2011-03-15,20.87,3.45,1.14
2011-03-14,21.18,3.5,1.12
2011-03-11,20.85,3.45,1.14
2011-03-10,21.04,3.48,1.13
2011-03-09,21.18,3.5,1.12
2011-03-08,21.14,3.5,1.13
2011-03-07,20.92,3.46,1.14
2011-03-04,21.21,3.51,1.12
2011-03-03,21.2,3.51,1.12
2011-03-01,21.14,3.5,1.13
2011-02-28,20.42,3.38,1.17
2011-02-25,20.31,3.36,1.17
2011-02-24,20.15,3.33,1.18
2011-02-23,20.82,3.44,1.14
2011-02-22,20.9,3.46,1.14
2011-02-21,21.09,3.49,1.13
2011-02-18,20.86,3.46,1.14
2011-02-17,21.19,3.51,1.12
2011-02-16,20.95,3.47,1.13
2011-02-15,20.96,3.47,1.13
2011-02-14,20.86,3.45,1.14
2011-02-11,20.34,3.35,1.17
2011-02-10,20.01,3.3,1.19
2011-02-09,20.12,3.32,1.19
2011-02-08,20.35,3.35,1.17
2011-02-07,20.69,3.41,1.15
2011-02-04,20.67,3.4,1.15
2011-02-03,21.16,3.49,1.13
2011-02-02,20.8,3.43,1.15
2011-02-01,20.7,3.42,1.15
2011-01-31,21.06,3.47,1.13
2011-01-28,21.23,3.48,1.13
2011-01-27,21.64,3.53,1.11
2011-01-25,21.96,3.59,1.1
2011-01-24,22.26,3.62,1.08
2011-01-21,22.41,3.59,1.09
2011-01-20,22.59,3.6,1.09
2011-01-19,22.51,3.59,1.09
2011-01-18,22.66,3.61,1.09
2011-01-17,22.5,3.57,1.1
2011-01-14,22.5,3.57,1.1
2011-01-13,22.92,3.63,1.08
2011-01-12,23.41,3.7,1.06
2011-01-11,22.98,3.63,1.08
2011-01-10,23.01,3.63,1.08
2011-01-07,23.56,3.72,1.06
2011-01-06,24.14,3.81,1.03
2011-01-05,24.26,3.83,1.03
2011-01-04,24.53,3.87,1.01
2011-01-03,24.57,3.88,1.01
2010-12-31,24.48,3.87,1.02
2010-12-30,24.35,3.85,1.02
2010-12-29,24.19,3.82,1.03
2010-12-28,23.93,3.78,1.04
2010-12-27,23.94,3.78,1.04
2010-12-24,23.99,3.79,1.04
2010-12-23,23.86,3.77,1.04
2010-12-22,23.88,3.77,1.04
2010-12-21,23.95,3.78,1.04
2010-12-20,23.73,3.75,1.05
2010-12-16,23.74,3.75,1.05
2010-12-15,23.51,3.71,1.06
2010-12-14,23.72,3.75,1.05
2010-12-13,23.58,3.72,1.06
2010-12-10,23.35,3.69,1.07
2010-12-09,22.98,3.63,1.08
2010-12-08,23.53,3.72,1.06
2010-12-07,23.82,3.76,1.04
2010-12-06,23.88,3.77,1.04
2010-12-03,23.89,3.77,1.04
2010-12-02,23.96,3.78,1.04
2010-12-01,23.78,3.76,1.05
2010-11-30,23.39,3.69,1.06
2010-11-29,23.26,3.67,1.07
2010-11-26,22.96,3.63,1.08
2010-11-25,23.15,3.66,1.08
2010-11-24,23.41,3.7,1.06
2010-11-23,23.69,3.74,1.05
2010-11-22,23.98,3.79,1.04
2010-11-19,23.47,3.71,1.06
2010-11-18,23.9,3.78,1.04
2010-11-16,23.86,3.77,1.04
2010-11-15,24.39,3.86,1.02
2010-11-12,24.62,3.82,1.03
2010-11-11,25.11,3.89,1.01
2010-11-10,25.44,3.94,1
2010-11-09,25.55,3.96,0.99
2010-11-08,25.43,3.94,1
2010-11-05,25.59,3.97,0.99
2010-11-04,25.47,3.95,0.99
2010-11-03,25.3,3.87,1.01
2010-11-02,25.13,3.85,1.02
2010-11-01,25.12,3.85,1.02
2010-10-29,24.71,3.78,1.04
2010-10-28,24.59,3.76,1.04
2010-10-27,24.69,3.78,1.04
2010-10-26,24.98,3.82,1.03
2010-10-25,25.2,3.84,1.03
2010-10-22,25.03,3.82,1.03
2010-10-21,25.18,3.84,1.03
2010-10-20,24.69,3.76,1.05
2010-10-19,24.87,3.79,1.04
2010-10-18,25.07,3.82,1.03
2010-10-15,25.2,3.81,1.03
2010-10-14,25.68,3.89,1.02
2010-10-13,25.91,3.92,1.01
2010-10-12,25.32,3.83,1.03
2010-10-11,25.51,3.86,1.02
2010-10-08,25.37,3.84,1.03
2010-10-07,25.44,3.85,1.02
2010-10-06,25.72,3.89,1.01
2010-10-05,25.55,3.87,1.02
2010-10-04,25.61,3.88,1.02
2010-10-01,25.54,3.93,1.02
2010-09-30,25.46,3.82,1.03
2010-09-29,25.29,3.79,1.03
2010-09-28,25.45,3.82,1.03
2010-09-27,25.48,3.89,1.01
2010-09-24,25.41,3.88,1.02
2010-09-23,25.16,3.84,1.03
2010-09-22,25.29,3.86,1.02
2010-09-21,25.37,3.87,1.02
2010-09-20,25.25,3.93,1.01
2010-09-17,24.84,3.87,1.03
2010-09-16,24.61,3.83,1.04
2010-09-15,24.74,3.85,1.03
2010-09-14,24.47,3.81,1.04
2010-09-13,24.32,3.78,1.05
2010-09-09,23.73,3.69,1.07
2010-09-08,23.59,3.67,1.08
2010-09-07,23.58,3.67,1.08
2010-09-06,23.46,3.65,1.09
2010-09-03,23.05,3.59,1.1
2010-09-02,23.08,3.59,1.1
2010-09-01,23.02,3.58,1.11
2010-08-31,22.73,3.54,1.12
2010-08-30,22.78,3.55,1.12
2010-08-27,22.76,3.54,1.12
2010-08-26,23.05,3.59,1.11
2010-08-25,22.98,3.58,1.11
2010-08-24,23.13,3.61,1.1
2010-08-23,23.29,3.63,1.09
2010-08-20,23.24,3.62,1.09
2010-08-19,23.28,3.63,1.09
2010-08-18,23.02,3.59,1.1
2010-08-17,22.75,3.55,1.12
2010-08-16,22.76,3.55,1.12
2010-08-13,22.86,3.57,1.11
2010-08-12,22.71,3.55,1.12
2010-08-11,22.72,3.55,1.12
2010-08-10,22.89,3.58,1.11
2010-08-09,23.0,3.59,1.1
2010-08-06,22.95,3.56,1.11
2010-08-05,22.98,3.69,1.04
2010-08-04,23.07,3.7,1.03
2010-08-03,22.95,3.68,1.04
2010-08-02,22.91,3.83,1.01
2010-07-30,22.31,3.78,1.02
2010-07-29,22.49,3.81,1.01
2010-07-28,22.44,3.85,0.91
2010-07-27,22.58,3.87,0.9
2010-07-26,22.53,3.87,0.91
2010-07-23,22.78,3.89,0.9
2010-07-22,22.75,3.88,0.9
2010-07-21,22.66,3.85,0.91
2010-07-20,22.53,3.83,0.91
2010-07-19,22.61,3.84,0.91
2010-07-16,22.61,3.84,0.91
2010-07-15,22.54,3.83,0.91
2010-07-14,22.57,3.84,0.91
2010-07-13,22.63,3.85,0.91
2010-07-12,22.56,3.83,0.91
2010-07-09,22.42,3.81,0.92
2010-07-08,22.18,3.77,0.93
2010-07-07,21.95,3.73,0.94
2010-07-06,22.15,3.76,0.93
2010-07-05,21.93,3.73,0.94
2010-07-02,21.93,3.73,0.94
2010-07-01,21.99,3.74,0.94
2010-06-30,22.25,3.78,0.93
2010-06-29,22.01,3.74,0.94
2010-06-28,22.34,3.8,0.92
2010-06-25,22.07,3.75,0.93
2010-06-24,22.28,3.79,0.92
2010-06-23,22.29,3.79,0.92
2010-06-22,22.27,3.78,0.93
2010-06-21,22.42,3.81,0.92
2010-06-18,22.04,3.75,0.94
2010-06-17,22.09,3.75,0.93
2010-06-16,21.92,3.72,0.94
2010-06-15,21.87,3.72,0.94
2010-06-14,21.77,3.7,0.95
2010-06-11,21.44,3.64,0.96
2010-06-10,21.3,3.61,0.97
2010-06-09,20.97,3.56,0.98
2010-06-08,20.91,3.55,0.99
2010-06-07,21.11,3.58,0.98
2010-06-04,21.5,3.65,0.96
2010-06-03,21.4,3.63,0.96
2010-06-02,21.02,3.57,0.98
2010-06-01,20.81,3.53,0.99
2010-05-31,21.3,3.61,0.97
2010-05-28,21.22,3.6,0.97
2010-05-27,20.88,3.56,0.98
2010-05-26,20.52,3.49,1
2010-05-25,20.06,3.42,1.03
2010-05-24,20.63,3.51,1
2010-05-21,20.58,3.5,1
2010-05-20,20.65,3.52,1
2010-05-19,20.53,3.5,1
2010-05-18,21.14,3.6,0.97
2010-05-17,21.12,3.6,0.97
2010-05-14,21.26,3.62,0.97
2010-05-13,21.86,3.68,0.95
2010-05-12,21.77,3.66,0.96
2010-05-11,21.68,3.65,0.96
2010-05-10,21.92,3.69,0.95
2010-05-07,21.19,3.57,0.97
2010-05-06,21.5,3.62,0.96
2010-05-05,21.64,3.64,0.95
2010-05-04,21.74,3.66,0.95
2010-05-03,22.06,3.71,0.93
2010-04-30,22.29,3.75,0.92
2010-04-29,22.22,3.74,0.93
2010-04-28,22.05,3.71,0.94
2010-04-27,22.45,3.77,0.92
2010-04-26,23.11,3.78,0.92
2010-04-23,23.03,3.77,0.92
2010-04-22,22.88,3.75,0.93
2010-04-21,22.78,3.73,0.93
2010-04-20,22.71,3.72,0.93
2010-04-19,22.58,3.7,0.94
2010-04-16,22.78,3.74,0.93
2010-04-15,22.83,3.75,0.93
2010-04-13,23.04,3.78,0.92
2010-04-12,23.11,3.79,0.91
2010-04-09,23.21,3.81,0.91
2010-04-08,22.96,3.77,0.92
2010-04-07,22.88,3.79,0.92
2010-04-06,22.84,3.78,0.92
2010-04-05,22.85,3.78,0.92
2010-04-01,22.52,3.73,0.93
2010-03-31,22.33,3.7,0.94
2010-03-30,22.39,3.71,0.94
2010-03-29,22.56,3.73,0.93
2010-03-26,22.47,3.72,0.93
2010-03-25,22.38,3.7,0.94
2010-03-23,22.23,3.68,0.94
2010-03-22,22.15,3.66,0.95
2010-03-19,22.39,3.71,0.94
2010-03-18,22.32,3.69,0.94
2010-03-17,22.26,3.68,0.94
2010-03-16,22.12,3.66,0.95
2010-03-15,21.82,3.61,0.96
2010-03-12,21.86,3.62,0.96
2010-03-11,21.84,3.61,0.96
2010-03-10,21.77,3.6,0.96
2010-03-09,21.7,3.59,0.97
2010-03-08,21.8,3.61,0.96
2010-03-05,21.63,3.58,0.97
2010-03-04,21.59,3.57,0.97
2010-03-03,21.63,3.58,0.97
2010-03-02,21.33,3.53,0.98
2010-02-26,20.92,3.46,1
2010-02-25,20.79,3.42,1.02
2010-02-24,20.78,3.42,1.02
2010-02-23,20.83,3.43,1.01
2010-02-22,20.77,3.42,1.02
2010-02-19,20.72,3.41,1.02
2010-02-18,20.91,3.44,1.01
2010-02-17,21.02,3.46,1
2010-02-16,20.77,3.42,1.02
2010-02-15,20.54,3.38,1.03
2010-02-11,20.65,3.4,1.02
2010-02-10,20.35,3.35,1.04
2010-02-09,20.5,3.37,1.03
2010-02-08,20.36,3.35,1.04
2010-02-06,20.35,3.35,1.04
2010-02-05,20.18,3.32,1.05
2010-02-04,20.84,3.41,1.02
2010-02-03,21.21,3.47,1
2010-02-02,20.77,3.4,1.02
2010-02-01,21.07,3.45,1
2010-01-29,21.0,3.43,1.01
2010-01-28,21.09,3.42,1.01
2010-01-27,21.03,3.41,1.01
2010-01-25,21.7,3.52,0.98
2010-01-22,22.24,3.54,0.98
2010-01-21,22.5,3.58,0.97
2010-01-20,23.06,3.67,0.94
2010-01-19,23.35,3.68,0.94
2010-01-18,23.57,3.71,0.93
2010-01-15,23.46,3.69,0.94
2010-01-14,23.5,3.7,0.93
2010-01-13,23.38,3.68,0.94
2010-01-12,23.28,3.67,0.94
2010-01-11,23.45,3.7,0.94
2010-01-08,23.43,3.69,0.94
2010-01-07,23.51,3.7,0.93
2010-01-06,23.59,3.72,0.93
2010-01-05,23.57,3.71,0.93
2010-01-04,23.31,3.67,0.94
2009-12-31,23.17,3.65,0.95
2009-12-30,23.03,3.63,0.95
2009-12-29,23.11,3.64,0.95
2009-12-24,23.07,3.64,0.95
2009-12-23,22.91,3.61,0.96
2009-12-22,22.2,3.5,0.99
2009-12-21,22.05,3.48,0.99
2009-12-18,22.21,3.5,0.99
2009-12-17,22.45,3.57,0.98
2009-12-16,22.45,3.57,0.98
2009-12-15,22.41,3.57,0.98
2009-12-14,22.74,3.62,0.97
2009-12-11,22.79,3.63,0.96
2009-12-10,22.86,3.64,0.96
2009-12-09,22.76,3.62,0.97
2009-12-08,22.92,3.65,0.96
2009-12-07,22.52,3.59,0.98
2009-12-04,22.71,3.62,0.97
2009-12-03,22.81,3.63,0.96
2009-12-02,22.77,3.63,0.97
2009-12-01,22.77,3.62,0.97
2009-11-30,22.37,3.56,0.98
2009-11-27,21.97,3.5,1
2009-11-26,22.25,3.54,0.99
2009-11-25,22.71,3.61,0.97
2009-11-24,22.63,3.6,0.97
2009-11-23,22.69,3.61,0.97
2009-11-20,22.46,3.58,0.98
2009-11-19,22.18,3.53,0.99
2009-11-18,22.47,3.58,0.98
2009-11-17,22.5,3.58,0.98
2009-11-16,22.48,3.58,0.98
2009-11-13,22.22,3.54,0.99
2009-11-12,22.02,3.5,1
2009-11-11,22.24,3.78,0.98
2009-11-10,21.43,3.65,1.02
2009-11-09,21.5,3.67,1.02
2009-11-06,21.05,3.59,1.04
2009-11-05,20.68,3.57,1.05
2009-11-04,20.45,3.53,1.06
2009-11-03,19.81,3.42,1.1
2009-10-30,20.45,3.53,1.06
2009-10-29,21.0,3.56,1.05
2009-10-28,21.33,3.61,1.04
2009-10-27,21.42,3.63,1.03
2009-10-26,21.96,3.72,1.01
2009-10-23,22.19,3.74,1
2009-10-22,22.44,3.73,1
2009-10-21,22.71,3.75,1
2009-10-20,22.94,3.79,0.99
2009-10-17,23.08,3.81,0.98
2009-10-16,23.08,3.81,0.98
2009-10-15,22.93,3.79,0.99
2009-10-14,22.97,3.79,0.99
2009-10-12,22.8,3.75,1
2009-10-09,22.31,3.67,1.02
2009-10-08,22.58,3.71,1.01
2009-10-07,22.48,3.69,1.02
2009-10-06,22.67,3.72,1.01
2009-10-05,22.53,3.7,1.01
2009-10-01,22.89,3.76,1
2009-09-30,22.9,3.76,1
2009-09-29,22.55,3.7,1.01
2009-09-25,22.33,3.67,1.02
2009-09-24,22.46,3.69,1.02
2009-09-23,22.38,3.68,1.02
2009-09-22,22.61,3.95,1.01
2009-09-18,22.41,3.91,1.02
2009-09-17,22.36,3.9,1.02
2009-09-16,22.33,3.9,1.03
2009-09-15,22.03,3.85,1.04
2009-09-14,21.66,3.78,1.06
