Date,P/E,P/B,Div Yield %
2006-09-18,20.03,4.55,1.39
2006-09-15,19.95,4.53,1.39
2006-09-14,19.91,4.53,1.4
2006-09-13,19.81,4.5,1.4
2006-09-12,19.42,4.44,1.45
2006-09-11,19.29,4.41,1.46
2006-09-08,19.89,4.55,1.42
2006-09-07,19.79,4.53,1.42
2006-09-06,19.92,4.56,1.41
2006-09-05,19.9,4.55,1.42
2006-09-04,19.92,4.56,1.41
2006-09-01,19.68,4.5,1.43
2006-08-31,19.15,4.55,1.47
2006-08-30,19.25,4.58,1.47
2006-08-29,19.22,4.64,1.47
2006-08-28,19.08,4.6,1.48
2006-08-25,19.0,4.58,1.48
2006-08-24,18.91,4.56,1.49
2006-08-23,18.71,4.52,1.51
2006-08-22,18.88,4.55,1.49
2006-08-21,18.88,4.56,1.49
2006-08-18,18.84,4.54,1.5
2006-08-17,18.83,4.54,1.5
2006-08-16,18.84,4.58,1.48
2006-08-14,18.6,4.52,1.5
2006-08-11,18.38,4.46,1.52
2006-08-10,18.3,4.45,1.52
2006-08-09,18.27,4.44,1.53
2006-08-08,18.03,4.38,1.55
2006-08-07,17.69,4.3,1.58
2006-08-04,17.83,4.33,1.56
2006-08-03,17.9,4.35,1.56
2006-08-02,17.86,4.34,1.56
2006-08-01,17.67,4.29,1.58
2006-07-31,17.64,4.29,1.58
2006-07-28,17.57,4.27,1.59
2006-07-27,17.83,4.3,1.57
2006-07-26,17.58,4.45,1.53
2006-07-25,17.44,4.35,1.57
2006-07-24,17.13,4.27,1.6
2006-07-21,16.93,4.21,1.62
2006-07-20,17.43,4.32,1.58
2006-07-19,17.0,4.19,1.63
2006-07-18,17.52,4.28,1.59
2006-07-17,17.63,4.3,1.59
2006-07-14,18.33,4.47,1.54
2006-07-13,18.61,4.72,1.47
2006-07-12,18.76,4.76,1.46
2006-07-11,18.36,4.64,1.5
2006-07-10,18.52,4.68,1.49
2006-07-07,18.13,4.58,1.52
2006-07-06,18.6,4.7,1.48
2006-07-05,18.84,4.76,1.46
2006-07-04,18.5,4.67,1.49
2006-07-03,18.57,4.69,1.48
2006-06-30,18.44,4.66,1.49
2006-06-29,17.67,4.46,1.56
2006-06-28,17.57,4.44,1.57
2006-06-27,17.36,4.44,1.57
2006-06-26,16.73,4.24,1.64
2006-06-25,17.34,4.39,1.58
2006-06-23,17.3,4.38,1.58
2006-06-22,17.03,4.31,1.61
2006-06-21,16.62,4.21,1.65
2006-06-20,16.27,4.12,1.68
2006-06-19,16.58,4.2,1.65
2006-06-16,16.43,4.28,1.64
2006-06-15,15.91,4.14,1.69
2006-06-14,14.92,3.9,1.8
2006-06-13,15.09,3.94,1.78
2006-06-12,15.73,4.11,1.71
2006-06-09,16.24,4.24,1.65
2006-06-08,15.44,4.03,1.74
2006-06-07,16.21,4.23,1.66
2006-06-06,16.64,4.35,1.62
2006-06-05,17.09,4.49,1.51
2006-06-02,17.51,4.6,1.47
2006-06-01,16.78,4.41,1.53
2006-05-31,17.46,4.57,1.48
2006-05-30,18.11,4.74,1.43
2006-05-29,18.27,4.78,1.41
2006-05-26,18.28,4.77,1.42
2006-05-25,18.39,4.73,1.43
2006-05-24,17.71,4.63,1.46
2006-05-23,18.19,4.85,1.41
2006-05-22,17.52,4.67,1.46
2006-05-19,18.51,4.92,1.39
2006-05-18,19.26,5.13,1.33
2006-05-17,20.62,5.51,1.24
2006-05-16,19.97,5.34,1.28
2006-05-15,19.86,5.3,1.29
2006-05-12,20.69,5.53,1.24
2006-05-11,20.98,5.6,1.22
2006-05-10,21.28,5.68,1.2
2006-05-09,21.09,5.63,1.21
2006-05-08,20.93,5.59,1.22
2006-05-05,20.77,5.55,1.23
2006-05-04,20.7,5.52,1.24
2006-05-03,20.62,5.5,1.24
2006-05-02,20.46,5.46,1.25
2006-04-29,20.31,5.39,1.27
2006-04-28,20.08,5.31,1.29
2006-04-27,20.58,5.31,1.29
2006-04-26,20.93,5.38,1.27
2006-04-25,20.37,5.24,1.3
2006-04-24,20.85,5.37,1.27
2006-04-21,21.01,5.41,1.26
2006-04-20,21.01,5.41,1.26
2006-04-19,20.79,5.35,1.28
2006-04-18,20.76,5.32,1.28
2006-04-17,20.34,5.18,1.32
2006-04-13,19.91,5.06,1.35
2006-04-12,20.13,5.12,1.34
2006-04-10,20.71,5.26,1.3
2006-04-07,20.57,5.23,1.31
2006-04-05,20.9,5.31,1.29
2006-04-04,20.74,5.27,1.3
2006-04-03,20.68,5.26,1.3
2006-03-31,20.26,5.15,1.33
2006-03-30,20.35,5.17,1.32
2006-03-29,19.97,5.07,1.35
2006-03-28,19.79,5.03,1.36
2006-03-27,19.77,5.02,1.36
2006-03-24,19.52,4.96,1.38
2006-03-23,19.33,4.91,1.39
2006-03-22,19.28,4.9,1.39
2006-03-21,19.42,4.93,1.38
2006-03-20,19.44,4.94,1.38
2006-03-17,19.25,4.89,1.4
2006-03-16,19.18,4.87,1.4
2006-03-14,19.0,4.83,1.42
2006-03-13,19.04,4.84,1.41
2006-03-10,18.93,4.81,1.42
2006-03-09,18.6,4.73,1.45
2006-03-08,18.53,4.71,1.45
2006-03-07,18.92,4.81,1.42
2006-03-06,18.96,4.82,1.42
2006-03-03,18.71,4.75,1.44
2006-03-02,18.73,4.76,1.44
2006-03-01,18.56,4.72,1.45
2006-02-28,18.27,4.64,1.47
2006-02-27,18.22,4.63,1.48
2006-02-24,18.12,4.61,1.48
2006-02-23,18.19,4.62,1.48
2006-02-22,18.13,4.61,1.48
2006-02-21,18.03,4.58,1.49
2006-02-20,17.86,4.54,1.51
2006-02-17,17.71,4.5,1.52
2006-02-16,17.95,4.56,1.5
2006-02-15,17.96,4.56,1.5
2006-02-14,17.93,4.56,1.5
2006-02-13,18.11,4.59,1.49
2006-02-10,18.03,4.57,1.49
2006-02-08,17.95,4.54,1.5
2006-02-07,18.02,4.56,1.5
2006-02-06,17.9,4.53,1.51
2006-02-03,17.54,4.44,1.54
2006-02-02,17.7,4.48,1.53
2006-02-01,17.73,4.49,1.52
2006-01-31,17.9,4.53,1.51
2006-01-30,17.91,4.49,1.52
2006-01-27,17.42,4.5,1.52
2006-01-25,17.02,4.44,1.54
2006-01-24,16.86,4.39,1.56
2006-01-23,16.83,4.35,1.57
2006-01-20,16.91,4.38,1.56
2006-01-19,16.87,4.33,1.58
2006-01-18,16.53,4.24,1.61
2006-01-17,17.12,4.36,1.57
2006-01-16,17.14,4.37,1.56
2006-01-13,17.25,4.4,1.55
2006-01-12,17.28,4.4,1.55
2006-01-10,17.37,4.43,1.54
2006-01-09,17.62,4.49,1.52
2006-01-06,17.64,4.49,1.52
2006-01-05,17.55,4.47,1.53
2006-01-04,17.58,4.48,1.53
2006-01-03,17.45,4.44,1.54
2006-01-02,17.16,4.37,1.56
2005-12-30,17.16,4.37,1.56
2005-12-29,17.07,4.35,1.57
2005-12-28,16.91,4.31,1.59
2005-12-27,16.98,4.32,1.58
2005-12-26,16.64,4.24,1.61
2005-12-23,16.97,4.32,1.58
2005-12-22,17.15,4.37,1.56
2005-12-21,17.08,4.35,1.57
2005-12-20,17.1,4.35,1.57
2005-12-19,17.2,4.38,1.56
2005-12-16,16.9,4.3,1.59
2005-12-15,16.71,4.26,1.61
2005-12-14,16.87,4.3,1.59
2005-12-13,16.91,4.31,1.59
2005-12-12,16.7,4.25,1.61
2005-12-09,16.58,4.22,1.62
2005-12-08,16.28,4.15,1.65
2005-12-07,16.2,4.13,1.66
2005-12-06,16.01,4.08,1.68
2005-12-05,16.0,4.08,1.68
2005-12-02,16.22,4.13,1.65
2005-12-01,16.23,4.13,1.65
2005-11-30,15.95,4.06,1.68
2005-11-29,16.22,4.13,1.65
2005-11-28,16.31,4.15,1.64
2005-11-26,16.13,4.12,1.65
2005-11-25,16.02,4.09,1.66
2005-11-24,15.84,4.04,1.68
2005-11-23,15.68,4.0,1.69
2005-11-22,15.47,3.95,1.72
2005-11-21,15.65,3.99,1.7
2005-11-18,15.73,4.01,1.69
2005-11-17,15.63,3.99,1.7
2005-11-16,15.5,3.96,1.71
2005-11-14,15.36,3.92,1.73
2005-11-11,15.29,3.9,1.74
2005-11-10,15.01,3.83,1.77
2005-11-09,14.94,3.81,1.78
2005-11-08,14.96,3.82,1.78
2005-11-07,14.77,3.77,1.8
2005-11-02,14.52,3.7,1.83
2005-11-01,14.32,3.65,1.85
2005-10-31,14.23,3.63,1.87
2005-10-28,13.74,3.55,1.91
2005-10-27,14.01,3.6,1.88
2005-10-26,14.58,3.69,1.84
2005-10-25,14.81,3.7,1.83
2005-10-24,14.72,3.67,1.85
2005-10-21,15.02,3.74,1.81
2005-10-20,14.69,3.67,1.85
2005-10-19,14.81,3.69,1.83
2005-10-18,15.17,3.78,1.79
2005-10-17,15.27,3.8,1.78
2005-10-14,15.3,3.83,1.78
2005-10-13,15.67,3.91,1.74
2005-10-11,16.0,3.99,1.71
2005-10-10,15.94,3.96,1.72
2005-10-07,15.99,3.97,1.72
2005-10-06,16.02,3.98,1.71
2005-10-05,16.42,4.08,1.67
2005-10-04,16.54,4.11,1.66
2005-10-03,16.33,4.06,1.68
2005-09-30,16.15,4.01,1.7
2005-09-29,16.21,4.03,1.69
2005-09-28,16.13,4.0,1.7
2005-09-27,15.99,3.97,1.72
2005-09-26,15.88,3.94,1.73
2005-09-23,15.37,3.93,1.63
2005-09-22,15.36,3.93,1.63
2005-09-21,15.93,4.07,1.57
2005-09-20,15.99,4.09,1.56
2005-09-19,15.92,4.07,1.57
2005-09-16,15.83,4.14,1.47
2005-09-15,15.66,4.09,1.49
2005-09-14,15.46,4.04,1.51
2005-09-13,15.51,4.05,1.5
2005-09-12,15.41,4.03,1.51
2005-09-09,15.23,3.98,1.53
2005-09-08,15.22,3.98,1.53
2005-09-06,15.06,3.94,1.55
2005-09-05,15.02,3.93,1.55
2005-09-02,14.98,3.94,1.57
2005-09-01,14.92,3.92,1.58
2005-08-31,14.78,3.89,1.59
2005-08-30,14.67,3.86,1.61
2005-08-29,14.48,3.81,1.63
2005-08-26,14.6,3.84,1.61
2005-08-25,14.58,3.84,1.62
2005-08-24,14.39,3.78,1.64
2005-08-23,14.41,3.79,1.64
2005-08-22,14.67,3.86,1.61
2005-08-19,14.77,3.89,1.59
2005-08-18,14.8,3.89,1.59
2005-08-17,14.89,3.92,1.58
2005-08-16,14.68,3.95,1.58
2005-08-12,14.63,3.93,1.59
2005-08-11,14.75,3.96,1.57
2005-08-10,14.62,3.93,1.59
2005-08-09,14.36,3.86,1.62
2005-08-08,14.4,3.87,1.61
2005-08-05,14.63,3.94,1.58
2005-08-04,14.67,3.95,1.58
2005-08-03,14.6,3.93,1.59
2005-08-02,14.58,3.92,1.59
2005-08-01,14.36,3.87,1.61
2005-07-29,14.1,3.86,1.62
2005-07-27,14.69,3.87,1.61
2005-07-26,14.58,3.84,1.62
2005-07-25,14.62,3.82,1.63
2005-07-22,14.47,3.91,1.62
2005-07-21,14.27,3.85,1.65
2005-07-20,14.36,3.87,1.64
2005-07-19,14.33,3.87,1.64
2005-07-18,14.31,3.86,1.64
2005-07-15,14.21,3.83,1.65
2005-07-14,14.04,3.78,1.68
2005-07-13,14.17,3.81,1.66
2005-07-12,14.29,3.84,1.65
2005-07-11,14.3,3.84,1.65
2005-07-08,14.16,3.85,1.66
2005-07-07,14.05,3.82,1.67
2005-07-06,14.36,3.91,1.63
2005-07-05,14.25,3.88,1.64
2005-07-04,14.38,3.91,1.63
2005-07-01,14.26,3.96,1.56
2005-06-30,14.31,3.98,1.55
2005-06-29,14.13,3.93,1.57
2005-06-28,13.99,3.89,1.59
2005-06-27,14.18,3.94,1.57
2005-06-24,14.14,3.96,1.54
2005-06-23,14.08,3.94,1.55
2005-06-22,14.1,3.95,1.55
2005-06-21,13.99,3.92,1.56
2005-06-20,13.82,3.87,1.58
2005-06-17,14.04,3.83,1.59
2005-06-16,14.04,3.83,1.59
2005-06-15,14.07,3.84,1.59
2005-06-14,13.96,3.81,1.6
2005-06-13,13.9,3.79,1.61
2005-06-10,13.89,3.92,1.65
2005-06-09,13.97,3.94,1.64
2005-06-08,14.09,3.96,1.64
2005-06-07,14.0,3.93,1.65
2005-06-06,13.96,3.92,1.65
2005-06-04,13.96,3.92,1.97
2005-06-03,13.97,3.93,1.96
2005-06-02,13.77,3.87,1.99
2005-06-01,13.93,3.91,1.97
2005-05-31,13.94,3.91,1.97
2005-05-30,13.86,3.88,1.99
2005-05-27,13.97,3.89,1.98
2005-05-26,13.95,3.89,1.98
2005-05-25,13.75,3.83,2.01
2005-05-24,13.98,3.8,2.02
2005-05-23,13.88,3.77,2.04
2005-05-20,13.73,3.73,2.06
2005-05-19,13.74,3.73,2.06
2005-05-18,13.74,3.72,2.07
2005-05-17,13.8,3.73,2.06
2005-05-16,13.97,3.77,2.04
2005-05-13,13.78,3.72,2.03
2005-05-12,13.81,3.73,2.03
2005-05-11,13.76,3.72,2.03
2005-05-10,13.82,3.73,2.02
2005-05-09,13.87,3.74,2.02
2005-05-06,13.71,3.7,2.04
2005-05-05,13.64,3.67,2.06
2005-05-04,13.5,3.63,2.08
2005-05-03,13.35,3.59,2.1
2005-05-02,13.32,3.59,2.11
2005-04-29,13.27,3.56,2.11
2005-04-28,13.55,3.63,2.07
2005-04-27,13.51,3.62,2.07
2005-04-26,13.85,3.66,2.05
2005-04-25,13.99,3.69,2.03
2005-04-22,13.97,3.68,2.04
2005-04-21,13.87,3.65,2.06
2005-04-20,13.78,3.61,2.08
2005-04-19,13.64,3.57,2.1
2005-04-18,13.75,3.61,2.08
2005-04-15,13.95,3.66,2.05
2005-04-13,14.52,3.79,1.98
2005-04-12,14.65,3.82,1.96
2005-04-11,14.39,3.76,2
2005-04-08,14.56,3.8,1.97
2005-04-07,14.71,3.84,1.95
2005-04-06,14.83,3.87,1.94
2005-04-05,14.71,3.84,1.95
2005-04-04,14.81,3.86,1.94
2005-04-01,14.84,3.88,1.94
2005-03-31,14.6,3.82,1.97
2005-03-30,14.3,3.74,2.01
2005-03-29,14.21,3.71,2.02
2005-03-28,14.54,3.8,1.98
2005-03-24,14.39,3.76,2
2005-03-23,14.47,3.78,1.99
2005-03-22,14.72,3.85,1.95
2005-03-21,14.97,3.91,1.92
2005-03-18,15.06,3.93,1.9
2005-03-17,14.98,3.91,1.91
2005-03-16,15.17,3.96,1.88
2005-03-15,15.2,3.97,1.88
2005-03-14,15.32,4.0,1.86
2005-03-11,15.38,4.02,1.86
2005-03-10,15.47,4.04,1.84
2005-03-09,15.43,4.03,1.85
2005-03-08,15.48,4.05,1.84
2005-03-07,15.42,4.03,1.85
2005-03-04,15.34,4.01,1.86
2005-03-03,15.2,3.97,1.88
2005-03-02,14.94,3.9,1.91
2005-03-01,14.88,3.89,1.92
2005-02-28,15.02,3.92,1.9
2005-02-25,14.71,3.84,1.93
2005-02-24,14.29,3.57,2.04
2005-02-23,14.3,3.57,2.03
2005-02-22,14.31,3.57,2.03
2005-02-21,14.21,3.55,2.05
2005-02-18,14.29,3.57,2.04
2005-02-17,14.34,3.58,2.03
2005-02-16,14.39,3.59,2.02
2005-02-15,14.53,3.63,2
2005-02-14,14.59,3.64,1.99
2005-02-11,14.48,3.61,2
2005-02-10,14.31,3.58,2.01
2005-02-09,14.36,3.59,2.01
2005-02-08,14.26,3.57,2.02
2005-02-07,14.26,3.57,2.02
2005-02-04,14.41,3.61,1.92
2005-02-03,14.42,3.61,1.92
2005-02-02,14.24,3.56,1.95
2005-02-01,14.34,3.58,1.94
2005-01-31,14.68,3.57,1.94
2005-01-28,14.34,3.49,1.99
2005-01-27,13.84,3.39,2.04
2005-01-25,13.74,3.35,2.07
2005-01-24,13.6,3.31,2.09
2005-01-20,14.09,3.34,2.08
2005-01-19,14.12,3.34,2.07
2005-01-18,14.19,3.36,2.07
2005-01-17,14.17,3.35,2.07
2005-01-14,14.18,3.35,2.07
2005-01-13,14.35,3.39,2.05
2005-01-12,14.05,3.32,2.09
2005-01-11,14.37,3.39,2.05
2005-01-10,14.58,3.44,2.02
2005-01-07,14.84,3.49,1.98
2005-01-06,14.71,3.47,2
2005-01-05,14.96,3.52,1.97
2005-01-04,15.49,3.65,1.9
2005-01-03,15.57,3.67,1.89
